"area_code","地域","A2101_住民基本台帳人口（日本人）","A210101_住民基本台帳人口（日本人）（男）","A210102_住民基本台帳人口（日本人）（女）","A2201_住民基本台帳人口（外国人）","A2301_住民基本台帳人口（総数）","A4101_出生数","A4200_死亡数","A5101_転入者数（日本人移動者）","A5102_転出者数（日本人移動者）","A5103_転入者数","A5104_転出者数","A7103_住民基本台帳世帯数（日本人）","A9101_婚姻件数","A9201_離婚件数","B1101_総面積（北方地域及び竹島を除く）","B1102_総面積（北方地域及び竹島を含む）","B1103_可住地面積","B1104_主要湖沼面積","B1105_林野面積","B1106_森林面積","B1107_森林以外の草生地面積","B1201_評価総地積（課税対象土地）","B120103_評価総地積（宅地）","C120110_課税対象所得","C120120_納税義務者数（所得割）","C120130_納税義務者数（均等割）","C2109_事業所数（国・地方公共団体）（経済センサス‐基礎調査結果）","C310201_農家数（販売農家）","C310202_農家数（自給的農家）","C3107_耕地面積","C3401_製造品出荷額等","C3403_製造業事業所数","C3404_製造業従業者数","D1202_一般行政部門職員数（市区町村）","D2201_財政力指数（市町村財政）","D2202_実質収支比率（市町村財政）","D2203_経常収支比率（市町村財政）","D2205_基準財政収入額（市町村財政）","D2206_基準財政需要額（市町村財政）","D2209_一般財源（市町村財政）","D2210_投資的経費（市町村財政）","D2211_実質公債費比率（市町村財政）","D2212_将来負担比率（市町村財政）","D2213_標準財政規模（市町村財政）","D2214_実質赤字比率（市町村財政）","D2215_連結実質赤字比率（市町村財政）","D3201_歳入決算総額（市町村財政）","D320101_地方税（市町村財政）","D320102_地方譲与税（市町村財政）","D320103_利子割交付金（市町村財政）","D320104_ゴルフ場利用税交付金（市町村財政）","D320105_特別地方消費税交付金（市町村財政）","D320106_自動車取得税交付金（市町村財政）","D320107_軽油引取税交付金（市町村財政）","D320108_地方交付税（市町村財政）","D320109_交通安全対策特別交付金（市町村財政）","D320110_分担金及び負担金（市町村財政）","D320111_使用料（市町村財政）","D320113_国庫支出金（市町村財政）","D320115_県支出金（市町村財政）","D320116_財産収入（市町村財政）","D320117_寄附金（市町村財政）","D320118_繰入金（市町村財政）","D320119_繰越金（市町村財政）","D320120_諸収入（市町村財政）","D320121_地方債（市町村財政）","D320122_地方特例交付金（市町村財政）","D3202_自主財源額（市町村財政）","D3203_歳出決算総額（市町村財政）","D320301_議会費（市町村財政）","D320302_総務費（市町村財政）","D320303_民生費（市町村財政）","D3203031_社会福祉費（市町村財政）","D3203032_老人福祉費（市町村財政）","D3203033_児童福祉費（市町村財政）","D3203034_生活保護費（市町村財政）","D3203035_災害救助費（市町村財政）","D320304_衛生費（市町村財政）","D3203042_保健衛生費（市町村財政）","D3203043_保健所費（市町村財政）","D3203044_清掃費（市町村財政）","D320305_労働費（市町村財政）","D3203051_失業対策費（市町村財政）","D320306_農林水産業費（市町村財政）","D320307_商工費（市町村財政）","D320308_土木費（市町村財政）","D3203082_道路橋りょう費（市町村財政）","D3203085_都市計画費（市町村財政）","D3203086_住宅費（市町村財政）","D320309_消防費（市町村財政）","D320310_教育費（市町村財政）","D3203102_小学校費（市町村財政）","D3203103_中学校費（市町村財政）","D3203104_高等学校費（市町村財政）","D3203105_特別支援学校費（市町村財政）","D3203106_幼稚園費（市町村財政）","D3203107_社会教育費（市町村財政）","D3203108_保健体育費（市町村財政）","D320311_災害復旧費（市町村財政）","D320312_公債費（市町村財政）（目的別歳出内訳）","D320401_人件費（市町村財政）","D320402_物件費（市町村財政）","D320403_維持補修費（市町村財政）","D320404_扶助費（市町村財政）","D320405_補助費等（市町村財政）","D320406_普通建設事業費（市町村財政）","D320407_災害復旧事業費（市町村財政）","D320408_失業対策事業費（市町村財政）","D320409_公債費（市町村財政）（性質別歳出内訳）","D320410_積立金（市町村財政）","D320411_投資及び出資金（市町村財政）","D320412_貸付金（市町村財政）","D3205_地方債現在高（市町村財政）","D420102_市町村民税","D420202_固定資産税（市町村税）","E1101_幼稚園数","E1501_幼稚園在園者数","E2101_小学校数","E2401_小学校教員数","E2501_小学校児童数","E3101_中学校数","E3401_中学校教員数","E3501_中学校生徒数","E3901_義務教育学校数","E3902_義務教育学校前期課程学級数","E3903_義務教育学校後期課程学級数","E3904_義務教育学校教員数","E3905_義務教育学校前期課程児童数","E3906_義務教育学校後期課程生徒数","E4101_高等学校数","E4501_高等学校生徒数","F1101_労働力人口","F110101_労働力人口（男）","F110102_労働力人口（女）","F1102_就業者数","F110201_就業者数（男）","F110202_就業者数（女）","F1103_就業者数・主に仕事","F1104_就業者数・家事のほか仕事","F1105_就業者数・通学のかたわら仕事","F1106_就業者数・休業者","F1107_完全失業者数","F110701_完全失業者数（男）","F110702_完全失業者数（女）","F1108_非労働力人口","F110801_非労働力人口（男）","F110802_非労働力人口（女）","F1109_非労働力人口・家事","F1110_非労働力人口・通学","F1111_非労働力人口・その他","F2116_就業者数（65歳以上）","F2201_第1次産業就業者数","F2211_第2次産業就業者数","F2221_第3次産業就業者数","F2401_雇用者数（国勢調査結果）","F2402_役員数","F2403_雇人のある業主数","F2404_雇人のない業主数","F2405_家族従業者数（国勢調査結果）","F2406_自営業主及び家族従業者数","F2409_雇用者数（正規の職員・従業員）","F2410_雇用者数（労働者派遣事業所の派遣社員）","F2411_雇用者数（パート・アルバイト・その他）","F2701_自市区町村で従業している就業者数","F270101_自市区町村で従業している就業者数（男）","F270102_自市区町村で従業している就業者数（女）","F2702_県内他市区町村で従業している就業者数","F270201_県内他市区町村で従業している就業者数（男）","F270202_県内他市区町村で従業している就業者数（女）","F2703_他県で従業している就業者数","F270301_他県で従業している就業者数（男）","F270302_他県で従業している就業者数（女）","F2705_他市区町村への通勤者数","F270501_他市区町村への通勤者数（男）","F270502_他市区町村への通勤者数（女）","F2801_従業地による就業者数","F2802_他県に常住している就業者数","F2803_他市区町村からの通勤者数","G1201_公民館数","G1401_図書館数","H1800_着工新設住宅戸数","H1801_着工新設持家数","H1802_着工新設貸家数","H1803_着工新設分譲住宅数","H1804_着工新設給与住宅数","H1810_着工新設持家・分譲住宅数","H2500_着工居住用建築物床面積","H2600_着工新設住宅床面積","H2601_着工新設持家床面積","H2602_着工新設分譲住宅床面積","H2603_着工新設貸家床面積","H2604_着工新設給与住宅床面積","H5507_総人口（非水洗化人口＋水洗化人口）","H550701_非水洗化人口","H5508_水洗化率（浄化槽人口）","H5509_し尿処理量（し尿＋浄化槽汚泥＋自家処理量）","H5608_ごみ計画収集人口","H5609_ごみ総排出量（総量）","H560901_ごみ総排出量（計画収集量）","H560902_ごみ総排出量（直接搬入量）","H560903_ごみ総排出量（自家処理量）","H560904_ごみ総排出量（集団回収量）","H5610_1人1日当たりの排出量","H5612_ごみ処理量（総量）","H561201_ごみ処理量（直接資源化）","H5613_中間処理後再生利用量","H5614_ごみのリサイクル率","H5615_最終処分量","H7207_軽自動車等台数","H7208_二輪の小型自動車台数","H7209_原動機付自転車台数","H720901_原動機付自転車台数（50ｃｃ以下）","H720902_原動機付自転車台数（50ｃｃ超90ｃｃ以下）","H720903_原動機付自転車台数（90ｃｃ超）","H720904_原動機付自転車台数（ミニカー）","H7210_軽自動車及び小型特殊自動車台数","H721001_二輪車台数（側車付のものを含む）","H721002_三輪車台数","H7701_テレビ放送受信契約数","H770101_衛星放送受信契約数","H8101_都市計画区域指定面積","H8102_市街化調整区域面積","H8103_市街化区域面積","H8104_用途地域面積","H810401_住居専用地域面積","H810402_住居地域面積","H810403_近隣商業地域面積","H810404_商業地域面積","H810405_準工業地域面積","H810406_工業地域面積","H810407_工業専用地域面積","H810408_商業・近隣商業地域面積","H810409_工業・準工業地域面積","I5101_病院数","I510110_精神科病院数","I510120_一般病院数","I510150_療養病床を有する病院数","I5102_一般診療所数","I510201_有床一般診療所数","I5103_歯科診療所数","I5211_病院病床数","I5212_一般診療所病床数","I5511_介護老人保健施設数（基本票）","I5512_介護老人保健施設定員数（基本票）","J2221_保護施設数（基本票）（医療保護施設を除く）","J230127_介護老人福祉施設数（基本票）","J230128_介護老人福祉施設定員数（基本票）","J2304_老人福祉施設数（基本票）","J230411_養護老人ホーム数（基本票）","J230412_養護老人ホーム定員数（基本票）","J230421_有料老人ホーム数（基本票）","J230422_有料老人ホーム定員数（基本票）","J230431_軽費老人ホーム数（基本票）","J230432_軽費老人ホーム定員数（基本票）","J250204_児童福祉施設等数（基本票）","J250302_保育所等数（基本票）","J250303_公営保育所等数（基本票）","J2804_母子・父子福祉施設数（基本票）","J2905_障害者支援施設等数（基本票）","J2906_婦人保護施設数（基本票）","J4101_国民健康保険被保険者数"
"01110","北海道 札幌市 清田区",112886,53589,59297,589,113475,537,1149,4071,4517,4162,4567,52837,288,198,5987,5987,3010,0,3041,2987,54,NA,NA,NA,NA,NA,44,22,24,NA,15383,15,921,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,1267,15,364,6477,8,222,3613,0,0,0,0,0,0,4,2512,49263,26940,22323,47204,25665,21539,37737,7114,1199,1154,2059,1275,784,35954,12413,23541,13404,5172,17378,7122,347,7315,38034,39686,3114,590,2326,555,3471,23601,1071,15014,18719,8159,10560,26297,16242,10055,147,139,8,26444,16381,10063,33300,30,12540,0,1,457,244,147,65,1,309,45916,44327,29552,7038,7525,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33392,16683,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,2,9,6,57,6,59,2065,97,3,265,0,8,558,3,0,0,13,523,2,100,28,13,1,0,5,0,NA
"01202","北海道 函館市",254146,115814,138332,1162,255308,1305,4027,8166,9214,8438,9361,140799,1098,495,67787,67787,12334,0,55506,52871,2635,212043695,31631557,311404958,109740,118945,263,146,132,1940,173081,254,7420,1280,0.47000000000000003,1.9,93.1,27729131,58499460,65752230,14728384,7.3,52.4,69622544,0,0,137782620,32404550,750604,21211,11124,0,77662,0,32280936,40556,436066,2190591,29356707,7951328,1380187,822492,764592,604301,8174973,13582100,316140,48152695,136199691,465644,9219088,60755210,12901594,10536057,15731867,21585692,0,9196976,5218441,244621,3655717,149141,0,905786,9737316,12616464,3851484,4278608,2000624,3725082,15551107,1592704,1045318,611845,0,434560,6101031,2513457,108471,13234796,17104867,13734796,2539592,42906209,9927472,14619913,108471,0,13234429,1528973,0,7647876,138050135,14151343,12707607,14,1393,45,761,10347,25,462,5758,0,0,0,0,0,0,15,6793,114775,60798,53977,109183,57529,51654,91838,12861,1458,3026,5592,3269,2323,86816,28978,57838,30493,9165,47158,18930,3202,17553,84172,87695,6375,2321,6798,2882,12001,55915,1479,30301,95536,48717,46819,8667,5834,2833,464,433,31,9131,6267,2864,114016,262,13964,2,1,1570,611,727,232,0,843,142970,138346,72111,23852,42383,0,256178,25948,2.5,50412,256178,111956,91802,12944,0,7210,1194,104746,0,9102,14.6,23991,74331,2311,3128,2133,320,594,81,68892,1698,0,110439,45964,14318,9530,4788,4788,1971,1147,281,235,769,270,115,516,1039,27,1,26,13,212,24,128,6102,294,8,896,3,19,1351,11,2,270,66,2307,5,205,89,53,2,1,14,0,53976
"01203","北海道 小樽市",113734,51346,62388,691,114425,445,1819,2840,3638,2961,3721,62579,386,180,24383,24383,8009,0,15855,15691,164,87795905,17084614,122246388,47115,51716,135,54,58,184,170509,210,7376,686,0.44,0.5,99.4,11930165,26905877,29795121,2807484,7.5,36.8,31410341,0,0,56464859,13594349,321925,8061,36470,0,33255,0,15759838,17084,196749,1139780,11259383,3436488,144406,165293,721330,232109,2685592,3832923,119009,19251507,56282977,326195,4445639,25933163,6373966,5816637,5100281,8641844,435,5484661,2658353,486841,2330909,68817,0,182575,2419144,6038344,2447703,1793976,398724,2321314,3761144,1277680,528446,0,0,0,431103,670795,0,5301981,9188301,4775173,1592164,17374213,5797451,2807484,0,0,5301981,305750,895677,1958821,47508211,5504909,5836370,14,864,18,351,4209,13,210,2307,0,0,0,0,0,0,8,3232,47635,25002,22633,44785,23313,21472,37257,5594,861,1073,2850,1689,1161,46101,16224,29877,15006,3929,27166,8591,619,7572,35719,37004,2840,709,2662,820,4191,22529,674,13801,35873,17420,18453,7923,5305,2618,75,70,5,7998,5375,2623,47512,72,10725,0,1,320,160,125,28,7,188,31040,28997,19436,3131,5790,640,113728,2976,0.9,4774,113728,46978,44818,0,0,2160,1129,44818,0,5396,16.1,8120,25816,1087,2675,1957,242,440,36,22054,1137,2,49092,20020,13923,9622,4301,4301,1532,1266,130,78,683,281,331,208,964,16,4,12,7,82,15,78,2971,211,5,500,0,5,502,4,1,200,16,725,2,150,31,22,5,0,9,0,23626
"01204","北海道 旭川市",332805,154503,178302,1265,334070,1958,4507,9802,10785,10031,11077,176576,1449,652,74766,74766,35194,0,39748,39595,153,330652293,53250921,399940160,142309,154554,358,843,273,13700,223334,320,8750,1534,0.53,1.5,94.9,35573360,67448346,74851975,16492124,8.1,90.7,81435063,0,0,160957753,40283960,1417700,26933,14609,0,124279,0,32691022,50669,1201445,2711569,34706382,12185675,372361,1396421,1438859,691969,8585264,14466094,459293,57892416,159484778,597113,11256987,73814951,17426394,12930399,22027011,21430373,774,9604891,5050348,851641,3682292,130667,0,2183550,6621181,19533760,9426079,5934049,2038307,3996978,13273044,3881734,1265199,0,0,0,3104793,4083742,164320,18307336,19160995,18515605,3929930,52530340,7634796,16327804,164320,0,18307336,1294189,59792,6808098,175030999,17895617,14563680,28,2572,54,1202,14989,28,652,8064,0,0,0,0,0,0,13,9062,153242,81773,71469,146321,77721,68600,123798,17609,1884,3030,6921,4052,2869,118878,41158,77720,40715,11811,66352,23236,3761,24253,114977,121994,8572,2554,8257,2877,13688,77614,2165,42215,134642,69918,64724,9056,6305,2751,133,120,13,9189,6425,2764,146930,78,9798,27,5,1619,823,580,211,5,1034,162373,156644,99613,22100,33906,1025,334696,9612,3.1,17296,334696,116108,103634,3186,0,9288,948,106817,3065,12362,21.3,21789,93348,4281,4992,3125,656,1017,194,84075,3634,1,114272,43253,30050,22093,7957,7969,3772,1946,224,261,982,345,439,485,1327,39,3,36,19,230,32,170,6995,479,11,922,0,20,1300,14,3,270,256,5898,9,475,108,71,3,0,15,0,67481
"01205","北海道 室蘭市",82532,39500,43032,445,82977,459,1312,2907,3541,2970,3579,45169,347,128,8101,8101,4340,0,3770,2517,1253,44320478,18888885,109236062,35348,38329,101,12,8,227,405398,123,7032,354,0.62,2.8,96.3,11236142,18140308,21649316,7553428,9.3,56.9,22437860,0,0,45923510,13510349,365756,7235,7871,0,27378,0,7673016,9567,312960,899390,9828284,2624584,193454,27679,777735,747870,1679943,5008018,100195,18451367,45284580,264873,2911601,17776538,4282357,3470001,4350044,5672756,1380,5141025,3850213,0,1290811,93101,0,257124,1419094,5961096,1681636,1520588,1887309,1625710,5186500,2575679,277346,0,0,0,1176618,850191,6532,4641386,4882527,4987529,1263392,11913895,4145081,7546896,6532,0,4641386,481940,635523,899832,51277352,5285709,6470712,10,1002,13,270,3413,8,155,1792,0,0,0,0,0,0,6,2851,36394,21301,15093,34733,20173,14560,28977,4013,890,853,1661,1128,533,33134,12133,21001,11134,3814,18186,5687,324,9155,24690,29864,1824,571,1523,503,2597,19425,507,9932,30146,17572,12574,3918,2173,1745,70,66,4,3988,2239,1749,41511,142,10766,0,1,333,166,140,27,0,193,32888,29469,19829,3098,6542,0,83289,2285,3.3,7185,83289,36829,29010,4697,0,3122,1208,33707,1,4676,21.2,3638,20782,846,1029,680,107,201,41,18907,609,0,36324,16807,7448,3852,3596,3596,926,998,94,201,300,346,731,295,646,7,1,6,3,53,3,41,2142,41,3,250,0,4,324,7,1,80,7,268,6,269,18,11,0,0,2,0,15606
"01206","北海道 釧路市",167051,78771,88280,1035,168086,885,2300,5519,6505,5811,6603,93499,732,370,136329,136329,30949,1611,103550,98209,5341,461082122,30943919,203533185,72759,78572,223,129,18,10500,243279,157,4651,907,0.45,0.2,96.8,18365140,41331991,46982596,7461831,10.9,83.6,48352751,0,0,93915281,21189705,686649,13797,8192,0,66098,0,24887628,20012,654987,2335044,18772754,5854726,450025,1073432,677619,285465,5142311,7525747,218614,32424651,93835143,403405,6791623,38987066,9602483,6455038,9245775,13681264,2506,6681179,3985677,0,2695502,146580,0,1639640,6289906,8420412,2733940,2424078,1686388,3250063,8154144,1367524,733908,476669,0,561373,2058427,1368741,45813,13025312,12439849,10490199,1604721,28552683,8798943,7416018,45813,0,13025302,137387,369104,3766643,116543877,9422716,8264409,24,1990,27,599,7453,17,360,4016,0,0,0,0,0,0,8,4361,72076,39235,32841,69198,37549,31649,58827,7853,1017,1501,2878,1686,1192,56593,20000,36593,19663,5724,31206,11095,1511,12561,53046,58062,3800,1189,3633,1253,6075,36915,893,20254,62339,33378,28961,5232,3193,2039,119,112,7,5351,3305,2046,69566,153,5719,1,2,721,343,312,64,2,407,68545,65902,40242,6871,18615,174,168441,9149,0.3,7553,168441,68735,56432,10062,0,2241,1115,66494,0,10474,18.5,8385,49961,1539,1691,1133,199,276,83,46731,1306,0,68726,30044,22175,16903,5272,5272,2459,696,197,108,362,758,692,305,1120,17,2,15,7,80,9,87,3452,129,4,384,0,10,795,17,1,80,47,1479,3,150,57,26,5,0,7,0,33552
"01207","北海道 帯広市",165202,78744,86458,841,166043,1140,1887,7203,7378,7389,7532,87494,871,391,61934,61934,38281,0,23804,23298,506,283316204,31185257,233657192,77262,82535,190,580,27,23000,161723,125,5140,800,0.6,0.9,91.6,20108645,33563233,38302645,9126301,8.9,82.3,41061998,0,0,85539405,22791846,1049679,15562,0,0,77086,0,14156642,25901,1119754,1401700,15694495,7619415,319342,73223,638233,865745,10144075,5090295,304478,37824401,85168941,422832,5658135,32588156,8848769,5705175,9478069,8556143,0,4449379,2409055,0,2026015,95485,0,6078034,6557828,10000941,2675730,3832686,1469760,3313896,6889772,1564906,771636,458994,0,0,1142648,2504220,0,9114483,10738374,9793184,1387357,23235241,8401212,9126301,0,0,9114483,761609,217613,7607397,84331842,10858658,8364881,13,1887,26,621,8077,14,335,3928,0,0,0,0,0,0,8,5078,77222,41728,35494,74554,40187,34367,63245,8658,783,1868,2668,1541,1127,44613,15031,29582,16406,5184,23023,12166,3616,12675,54217,60170,4460,1464,4179,2133,7776,38634,1722,19814,60141,31356,28785,10273,6539,3734,51,44,7,10324,6583,3741,80203,76,15973,0,1,1248,497,648,96,7,593,110592,106456,58884,10226,36567,779,166275,3628,2,6495,166275,56046,45185,4487,0,6374,921,49672,47,7574,25,7348,56475,1912,2205,1527,217,370,91,52358,1732,2,58535,26436,10210,5948,4261,4267,2239,1067,127,144,192,144,354,271,336,19,1,18,8,103,14,96,3298,171,5,500,1,7,507,3,2,200,28,1001,1,50,35,26,8,0,13,0,33604
"01208","北海道 北見市",116168,55166,61002,462,116630,699,1480,3731,4144,3791,4189,61252,448,233,142741,142741,42515,5251,94696,92919,1777,592167159,30815320,152808378,52432,58352,222,713,126,23800,66124,110,2758,777,0.45,1.1,95,13149368,29313003,33997465,14721782,8,144,34770388,0,0,72538941,14662609,693896,10209,11887,0,74273,0,18461853,14775,478562,1040448,9638423,5960017,255857,285735,2390842,257020,4013209,11285365,179107,23832155,72071608,359139,9831013,22904782,6085432,4647853,8687256,3484229,12,4861042,1908574,0,2944572,1331065,0,4142431,1918214,9920805,3451550,3078929,2920253,2310622,6320570,1045113,1045221,0,0,0,997922,2363321,9580,8162345,7870406,9009378,2578492,10603952,10927998,14712202,9580,0,8162345,445587,34300,2731853,112434063,6943900,5436530,8,770,24,474,5324,14,277,2705,0,0,0,0,0,0,8,3045,51609,27985,23624,49777,26904,22873,42154,5835,583,1205,1832,1081,751,35130,12303,22827,11222,3886,20022,8989,3219,8212,36556,39780,2917,1045,2853,1905,5803,25108,813,13859,45447,24026,21421,2871,2060,811,39,32,7,2910,2092,818,49226,29,2359,8,8,569,275,241,49,4,324,55607,53466,34534,4765,13951,216,116850,3982,3,6128,116850,42453,33458,8826,0,169,993,42279,1872,5899,18.7,6680,47636,1737,2505,1650,315,401,139,43394,1408,0,41266,20295,16409,12040,3350,3767,1499.9,1189.9,108.3,92,409.9,400,67,200.3,809.9,14,2,12,5,65,12,53,1713,186,3,280,0,10,666,6,2,230,30,679,3,142,50,27,10,1,5,0,26040
"01209","北海道 夕張市",7716,3596,4120,53,7769,16,185,197,343,224,370,4541,21,9,76307,76307,11165,0,64841,64826,15,26318742,2330130,7173820,3189,3563,34,111,18,726,10927,16,645,81,0.21000000000000002,12.9,126.3,856963,4137582,5799343,1791588,69.9,399.7,4482979,0,0,11318450,921776,54733,471,0,0,5886,0,4817894,501,37944,452969,1175649,497246,64189,860771,760475,85182,225394,1132532,4940,3462367,10742316,48494,2381860,2310078,814294,628041,443222,424521,0,573314,371599,0,201715,0,0,61389,39162,1269998,276722,198678,780974,354158,303011,30023,52971,0,0,15564,38920,47684,1998,3398854,1093270,971510,435353,1297032,408633,1789590,1998,0,3398854,581975,0,360,29280448,316820,479622,1,17,1,21,197,1,17,101,0,0,0,0,0,0,1,65,3327,1844,1483,3085,1687,1398,2728,290,4,63,242,157,85,3455,1265,2190,927,138,2390,785,518,678,1880,2348,130,135,214,246,595,1399,39,910,2795,1480,1315,272,196,76,1,1,0,273,197,76,3455,7,643,1,0,25,5,19,1,0,6,1886,1886,552,125,1209,0,7907,3456,31.6,7679,7907,3348,2453,895,0,0,1157,3292,214,0,6.5,3078,2400,58,182,140,8,30,4,2160,65,0,4212,1710,9109,0,0,1033,0,630,27,58,216,102,0,85,318,0,0,0,0,6,1,5,0,19,2,110,0,1,105,3,1,50,0,0,1,50,3,3,0,0,4,0,2147
"01210","北海道 岩見沢市",80200,37452,42748,210,80410,371,1163,2407,3007,2458,3026,41365,285,133,48102,48102,31831,0,16031,15953,78,305024461,20454497,92888050,34238,37294,148,854,166,19800,83173,59,2811,417,0.38,0.5,98.5,8000825,20855565,23685714,5403893,7.4,64.9,23980126,0,0,47880659,8547292,437214,6188,12611,0,47580,0,14597256,10509,577396,601825,7062842,3446716,193475,762952,1200638,336515,3130393,4882800,103952,15675728,47719315,244002,5408304,14898313,4439219,3116230,3909399,3433387,78,3933427,2376830,0,1553688,34487,0,2032286,2440555,7185137,2881455,3202866,964679,1370001,4885656,1511611,315835,554674,0,504539,565067,1001413,1644,5148857,5360490,7005299,1540187,10073380,5492858,5402249,1644,0,5148857,438556,647300,2922760,61388321,3948354,3226234,5,755,14,296,3549,9,185,1886,0,0,0,0,0,0,4,2468,35681,19464,16217,34045,18427,15618,28621,4286,483,655,1636,1037,599,29663,10443,19220,9745,3017,16901,6051,2695,6014,24329,27278,1855,672,2198,1454,4324,17046,652,9580,25913,13020,12893,7382,4946,2436,33,27,6,7415,4973,2442,32160,10,5530,0,2,290,160,119,5,6,165,29018,28033,19557,529,7470,477,80746,3834,5.6,10673,80746,27143,22425,2365,0,2353,918,25064,0,3065,19.8,2807,30192,973,1660,1240,110,239,71,27559,920,1,29109,11933,13752,0,0,3173,1746,436,89,37,331,534,0,126,865,8,3,5,3,59,10,49,1712,146,4,338,0,5,460,2,0,0,11,421,2,130,33,18,4,0,9,0,16951
"01211","北海道 網走市",34708,17060,17648,331,35039,184,434,1471,1958,1518,1967,17831,156,59,47100,47100,21594,8288,15817,15796,21,265144559,10129222,51818996,16532,18174,93,305,18,14000,47183,48,1594,237,0.44,1.2,98.4,4396013,10009604,11609827,2513130,17.4,124.5,11677670,0,0,23148521,4758447,232969,3764,3098,0,24931,0,6571927,3765,148062,569813,2557425,1499338,253947,1339614,1060814,90890,1199133,1824849,46484,9579903,22935709,185543,2726812,6440779,2079049,1264867,1913971,1182762,130,1474688,847946,0,625077,37360,0,1149201,1748068,2835804,1243647,548650,474509,684026,2071392,404387,200702,0,0,0,355843,643147,0,3571505,2482491,3877566,720264,4012794,1923349,2513130,0,0,3571505,1015862,3216,848556,31751914,2330943,1750502,4,328,9,186,1655,6,109,855,0,0,0,0,0,0,2,1010,17301,9756,7545,16723,9393,7330,13991,2038,339,355,578,363,215,12233,4938,7295,3568,1695,6970,2950,2195,2555,11448,12968,895,456,1009,983,2448,8192,155,4621,15270,8372,6898,1039,747,292,18,15,3,1057,762,295,17101,29,1435,0,1,90,58,20,11,1,69,11306,10123,7913,768,1151,291,35190,1315,5.9,2304,35190,12326,10168,1650,0,508,957,11385,15,2123,22.2,7884,14643,449,801,577,86,103,35,13393,431,0,14128,7304,3558,0,0,1197,628,284,51,36,110,88,0,87,198,5,1,4,2,13,3,16,736,55,2,169,0,1,42,3,1,50,0,0,2,50,10,4,1,0,5,0,8463
"01212","北海道 留萌市",20569,9880,10689,146,20715,101,324,919,1300,963,1306,11276,82,32,29784,29784,5202,0,26490,24080,2410,76347381,3611823,26552763,9467,10540,64,61,19,1070,8481,16,715,160,0.32,3.9,96.7,2124253,6642693,7634458,1051305,14.3,74.7,7459883,0,0,13704541,2279419,103194,1804,0,0,10506,0,5232069,2052,45027,285584,1795438,679985,27134,281473,771891,220100,480850,984590,19776,4426514,13412428,137991,1471547,3750468,1029183,845650,920607,955028,0,2002774,1481070,0,521009,20855,0,170880,210556,2242070,795864,559533,344686,359468,1036382,190126,129191,0,0,0,116499,199083,7155,1936350,1673253,1388436,600926,2451991,1906244,1044150,7155,0,1936264,263723,325553,350680,12080052,1150322,771515,2,203,5,102,841,2,47,446,0,0,0,0,0,0,1,520,10054,5752,4302,9601,5469,4132,8457,953,34,157,453,283,170,7079,2347,4732,2425,429,4225,1720,315,1896,7344,8148,550,170,423,225,818,5469,74,2605,8848,4974,3874,612,427,185,2,2,0,614,429,185,9893,6,906,1,1,65,22,42,1,0,23,5250,4988,2467,145,2376,0,20452,1702,7.5,5385,20452,5943,5596,347,0,0,794,6113,172,1168,21.9,2915,5462,166,495,405,31,46,13,4801,202,0,8563,3237,4409,0,0,835.7,311,182,32,35,143,128,4.7,67,271,3,1,2,2,16,3,13,516,43,2,129,0,1,60,0,0,0,6,130,0,0,10,3,0,0,0,0,3620
